position_category,city,experience_atleast,education,nature,size(employees_number),benifit,monthly_salary_avg,annual_salary_equiv,bonus_months
4_train,2,0,1,notneedfunding,999,20,12500,150000,12
4_train,1,1,1,nofunding,99,5,17500,210000,12
4_train,4,1,1,nofunding,99,1,10500,126000,12
4_train,4,1,1,notneedfunding,99,8,12500,150000,12
4_train,8,1,1,notneedfunding,499,9,8500,102000,12
4_train,3,1,1,nofunding,99,0,12500,150000,12
4_train,8,1,0.5,nofunding,99,7,7000,84000,12
4_train,6,1,1,nofunding,999,11,17000,204000,12
4_train,4,1,1,nofunding,999,7,10500,126000,12
4_train,3,1,0.5,nofunding,20,0,7500,90000,12
4_train,8,3,0.5,nofunding,999,0,10000,120000,12
4_train,8,1,0.5,nofunding,499,11,12500,150000,12
4_train,3,1,1,nofunding,99,11,10500,126000,12
4_train,2,1,1,notneedfunding,9999,9,9500,114000,12
4_train,8,0,0.5,notneedfunding,20,4,4500,54000,12
4_train,1,0,1,nofunding,10000,15,16500,214500,13
4_train,5,1,1,nofunding,20,0,3500,42000,12
4_train,5,1,1,nofunding,20,0,3500,42000,12
4_train,5,1,1,nofunding,20,7,5500,66000,12
4_train,5,1,1,nofunding,20,7,5500,66000,12
4_train,5,0,0,nofunding,20,0,7000,84000,12
4_train,5,0,0,nofunding,20,0,7000,84000,12
4_train,5,0,1,nofunding,20,0,4500,54000,12
4_train,5,0,1,nofunding,20,0,4500,54000,12
4_train,4,3,1,notneedfunding,99,12,8000,96000,12
4_train,8,1,0.5,nofunding,499,0,7500,90000,12
4_train,5,1,0.5,nofunding,20,0,4000,48000,12
4_train,5,1,0.5,nofunding,20,0,4000,48000,12
4_train,3,0,0.5,nofunding,20,0,8500,102000,12
4_train,8,0,0.5,notneedfunding,20,3,7500,90000,12
4_train,5,1,0.5,notneedfunding,99,13,5500,66000,12
4_train,5,1,0.5,notneedfunding,99,13,5500,66000,12
4_train,8,0,0.5,nofunding,9999,0,7000,84000,12
4_train,8,1,1,notneedfunding,20,1,8500,102000,12
4_train,8,1,1,nofunding,99,20,8500,110500,13
4_train,5,0,0.5,notneedfunding,99,8,6000,72000,12
4_train,5,0,0.5,notneedfunding,99,8,6000,72000,12
4_train,5,0,0.5,notneedfunding,499,16,4500,54000,12
4_train,8,0,0,notneedfunding,20,5,4500,54000,12
4_train,5,0,0.5,notneedfunding,499,16,4500,54000,12
4_train,8,1,0.5,nofunding,20,0,5500,66000,12
4_train,5,1,0.5,nofunding,20,0,4500,54000,12
4_train,8,3,0.5,nofunding,20,0,6500,78000,12
4_train,5,1,1,nofunding,99,0,7500,90000,12
4_train,5,1,1,nofunding,99,0,7500,90000,12
5_PA,6,3,1,nofunding,9999,20,18500,222000,12
5_PA,8,1,0,notneedfunding,99,18,11500,138000,12
5_PA,4,3,1,notneedfunding,20,5,16000,192000,12
5_PA,1,0,1,nofunding,499,19,16500,198000,12
5_PA,4,3,1,nofunding,20,10,16000,192000,12
5_PA,4,1,0.5,nofunding,499,8,15000,180000,12
5_PA,3,1,1,nofunding,499,5,10500,126000,12
5_PA,3,3,1,nofunding,99,2,17500,210000,12
5_PA,2,3,0.5,notneedfunding,999,9,12500,150000,12
5_PA,3,1,1,nofunding,20,8,13500,162000,12
5_PA,3,1,0.5,nofunding,499,15,10500,126000,12
5_PA,2,3,1,notneedfunding,99,0,10500,136500,13
5_PA,2,1,1,nofunding,20,0,9500,114000,12
5_PA,4,3,1,nofunding,10000,5,14000,168000,12
5_PA,1,0,1,nofunding,20,0,11500,138000,12
5_PA,4,3,1,nofunding,20,0,11500,161000,14
5_PA,8,3,2,nofunding,20,15,11000,132000,12
5_PA,8,3,0.5,notneedfunding,20,7,10000,130000,13
5_PA,8,1,0,nofunding,499,14,9500,114000,12
5_PA,4,1,1,nofunding,99,1,9500,114000,12
5_PA,8,3,1,nofunding,99,7,9500,114000,12
5_PA,2,3,1,notneedfunding,20,5,9500,114000,12
5_PA,8,1,1,notneedfunding,499,5,9000,108000,12
5_PA,8,1,0.5,nofunding,99,2,8000,96000,12
5_PA,8,1,1,nofunding,20,0,6500,78000,12
5_PA,2,1,1,nofunding,499,0,13500,162000,12
5_PA,3,3,0.5,nofunding,99,0,16500,198000,12
5_PA,2,3,0.5,nofunding,99,0,16000,192000,12
5_PA,8,3,1,nofunding,99,6,10500,126000,12
5_PA,2,1,1,nofunding,99,0,9500,114000,12
5_PA,6,1,0.5,nofunding,499,0,15500,186000,12
5_PA,2,1,1,public,10000,12,11000,132000,12
5_PA,2,1,1,nofunding,499,10,14000,168000,12
5_PA,6,1,1,nofunding,99,0,15000,180000,12
5_PA,2,3,0.5,nofunding,99,10,19000,228000,12
5_PA,6,0,1,nofunding,499,1,19000,228000,12
5_PA,8,0,0,nofunding,99,9,7500,90000,12
5_PA,2,0,0.5,nofunding,999,4,12500,150000,12
5_PA,8,3,0.5,notneedfunding,99,6,8500,102000,12
5_PA,4,3,1,nofunding,9999,6,20000,240000,12
5_PA,8,3,0.5,notneedfunding,499,8,15000,180000,12
5_PA,8,3,0.5,nofunding,99,17,10000,120000,12
5_PA,8,3,1,nofunding,99,7,11500,149500,13
5_PA,3,3,1,nofunding,499,5,12500,150000,12
5_PA,4,3,1,notneedfunding,99,2,15500,186000,12
5_PA,8,3,2,nofunding,20,13,12500,150000,12
5_PA,3,1,0.5,notneedfunding,499,6,7500,90000,12
6_data,8,3,1,public,10000,20,22500,270000,12
6_data,6,3,1,nofunding,99,15,12500,150000,12
6_data,4,3,1,nofunding,99,5,12500,150000,12
6_data,6,3,1,notneedfunding,499,3,21500,258000,12
6_data,2,5,1,nofunding,499,6,17500,210000,12
6_data,6,3,1,notneedfunding,499,8,22500,270000,12
6_data,3,3,1,nofunding,20,0,10500,126000,12
6_data,8,1,1,notneedfunding,9999,2,9000,117000,13
6_data,8,3,1,nofunding,99,0,10500,126000,12
6_data,6,3,1,nofunding,99,8,15500,186000,12
6_data,1,3,1,nofunding,999,8,14500,174000,12
6_data,2,1,1,nofunding,20,0,7500,90000,12
6_data,1,1,1,public,10000,7,16000,192000,12
6_data,4,1,1,public,10000,14,10000,130000,13
6_data,4,3,1,nofunding,499,13,11500,138000,12
6_data,6,0,1,nofunding,99,8,19000,228000,12
6_data,3,0,0,nofunding,9999,0,11500,138000,12
6_data,8,3,1,nofunding,99,0,10500,136500,13
6_data,4,1,1,nofunding,499,9,8500,102000,12
6_data,3,1,1,nofunding,99,5,22500,270000,12
6_data,6,3,1,public,499,7,20000,240000,12
6_data,3,3,1,notneedfunding,99,11,17500,227500,13
6_data,3,3,1,notneedfunding,99,11,17500,227500,13
6_data,2,1,1,nofunding,20,9,14500,174000,12
6_data,4,3,1,notneedfunding,99,6,12500,150000,12
6_data,3,1,1,notneedfunding,10000,7,10000,120000,12
6_data,3,0,1,notneedfunding,99,8,9500,123500,13
6_data,1,1,1,public,9999,9,13500,162000,12
6_data,8,1,1,nofunding,499,11,8500,102000,12
6_data,1,1,1,public,999,5,15500,186000,12
6_data,3,5,1,public,999,6,30000,360000,12
6_data,1,3,1,nofunding,999,9,15500,186000,12
6_data,1,1,1,notneedfunding,99,9,15000,180000,12
6_data,1,1,1,nofunding,99,1,15000,180000,12
6_data,2,1,1,nofunding,20,10,13000,156000,12
6_data,4,1,1,nofunding,99,10,10500,126000,12
6_data,8,1,1,nofunding,99,6,5500,66000,12
6_data,1,3,1,public,9999,11,18000,216000,12
6_data,2,5,1,nofunding,999,12,19000,228000,12
6_data,4,1,1,notneedfunding,999,11,16000,192000,12
6_data,2,5,1,notneedfunding,9999,9,13500,189000,14
6_data,4,1,1,nofunding,499,16,12500,150000,12
6_data,2,3,1,nofunding,10000,0,13000,156000,12
6_data,2,0,1,nofunding,499,6,12500,162500,13
6_data,1,1,1,nofunding,99,5,16000,192000,12
6_data,2,5,0.5,nofunding,499,0,20000,240000,12
6_data,1,3,1,nofunding,99,10,20000,240000,12
6_data,1,3,0.5,nofunding,20,0,12500,150000,12
6_data,4,1,1,nofunding,20,16,11000,132000,12
6_data,6,1,2,nofunding,499,5,20000,240000,12
6_data,3,3,1,nofunding,99,5,17500,210000,12
6_data,8,0,2,notneedfunding,499,5,17500,210000,12
6_data,5,1,1,nofunding,20,0,10000,130000,13
6_data,8,3,1,nofunding,499,13,9500,114000,12
6_data,8,0,1,nofunding,99,11,16000,192000,12
6_data,4,3,1,nofunding,99,4,15500,186000,12
6_data,8,1,1,notneedfunding,20,12,10500,126000,12
6_data,5,0,1,notneedfunding,999,11,7500,97500,13
6_data,5,0,1,notneedfunding,999,11,7500,97500,13
6_data,8,5,1,nofunding,20,5,14500,188500,13
6_data,8,1,1,notneedfunding,499,11,10500,126000,12
6_data,3,0,1,notneedfunding,10000,20,22500,270000,12
6_data,8,5,1,nofunding,99,4,12500,150000,12
6_data,8,3,1,public,999,7,10500,136500,13
6_data,8,5,0.5,notneedfunding,499,9,17500,210000,12
6_data,8,3,1,nofunding,499,10,15500,186000,12
6_data,8,3,1,nofunding,499,5,10000,120000,12
6_data,3,5,1,notneedfunding,9999,9,17500,227500,13
6_data,6,5,1,notneedfunding,999,13,13500,162000,12
6_data,6,1,1,notneedfunding,99,4,22500,315000,14
6_data,8,1,1,public,10000,11,14500,174000,12
6_data,3,3,1,public,9999,7,18000,216000,12
6_data,8,5,1,nofunding,9999,12,20000,240000,12
6_data,2,1,1,nofunding,99,0,12500,150000,12
6_data,2,1,0.5,nofunding,99,3,10000,120000,12
6_data,2,1,0.5,nofunding,99,0,9500,114000,12
6_data,3,0,1,nofunding,9999,5,26500,397500,15
6_data,5,0,0.5,nofunding,20,0,3500,42000,12
6_data,5,0,0.5,nofunding,20,0,3500,42000,12
6_data,8,0,1,nofunding,20,6,10500,126000,12
6_data,8,5,1,nofunding,99,3,18000,216000,12
6_data,5,1,0.5,nofunding,20,20,6500,78000,12
6_data,8,3,1,public,9999,11,12500,162500,13
